NO,시군구,단지명,도로명,위도,경도,bus_count_500m,CCTV_count,school_count,streetlight_count,safety_score_raw,safety_score_normalized,safety_score,동,cluster
227,서울특별시 은평구 진관동,은평뉴타운 꿈에그린,진관3로 33,37.63991367,126.919887,11,80,1,0,0.562502101,0.233013188,61.65065941,진관동,0
230,서울특별시 마포구 신공덕동,갑을명가시티2,만리재로 67,37.54705497,126.9573802,4,222,1,0,0.565960032,0.234457876,61.7228938,신공덕동,0
231,서울특별시 강서구 화곡동,(899-23),강서로7길 20-22,37.53016452,126.845905,6,325,0,13,0.85489221,0.355170726,47.43097541,화곡동,1
232,서울특별시 마포구 상암동,"상암DMC푸르지오시티, S-City",월드컵북로54길 25,37.58196492,126.8892206,15,52,3,0,0.668799097,0.277422964,63.87114822,상암동,0
233,서울특별시 마포구 성산동,상암 우남퍼스트빌스타,모래내로 5,37.56428635,126.9037268,8,122,3,66,0.680523149,0.282321151,64.11605756,성산동,0
234,서울특별시 마포구 성산동,상암 퍼스티지 더올림 오피스텔,모래내로1길 17,37.56526682,126.9028608,7,117,2,66,0.629269191,0.260907782,63.04538911,성산동,0
235,서울특별시 강서구 화곡동,우장산투웨니퍼스트,화곡로 252,37.54730974,126.8461967,4,244,2,0,0.611603957,0.253527432,43.873460105999996,화곡동,1
236,서울특별시 강서구 가양동,이스타빌2차,양천로57길 10-11,37.56325801,126.852692,16,68,11,66,0.915926669,0.380670286,69.03351431,가양동,0
239,서울특별시 강서구 화곡동,화곡SJ라벨라,곰달래로 72,37.52993094,126.8408521,11,556,1,0,1.446789282,0.602459149,56.08607020799999,화곡동,1
241,서울특별시 동대문구 전농동,청량리역 우남SL타워300,왕산로 186,37.57941454,127.0440522,13,239,6,0,0.956134723,0.397468792,69.87343959,전농동,0
242,서울특별시 중구 쌍림동,남산 오렌지카운티,동호로 318,37.5629009,127.0030439,3,306,1,0,0.684818994,0.28411591,64.20579551,쌍림동,0
243,서울특별시 동대문구 청량리동,(2-7),왕산로 295,37.58690866,127.0521884,14,223,6,26,1.019551289,0.423963572,71.19817859,청량리동,0
244,서울특별시 노원구 공릉동,로우폴리스,화랑로 449-7,37.61868775,127.0769105,13,275,1,74,1.158384898,0.481966806,74.09834028,공릉동,0
245,서울특별시 성동구 성수동2가,성수 더힐 센트럴파크뷰,성수일로12가길 6,37.54923523,127.052822,5,191,0,69,0.689267585,0.285974485,64.29872426,성수동2가,0
246,서울특별시 용산구 한강로2가,한강로 대우아이빌,한강대로43길 13,37.53154042,126.9690907,9,216,0,18,0.774732412,0.321680799,66.08403994,한강로2가,0
247,서울특별시 송파구 방이동,사보이시티잠실,오금로11길 45,37.51602138,127.1124328,10,127,0,0,0.607850944,0.251959462,43.818581169999995,방이동,1
249,서울특별시 강서구 마곡동,마곡나루역캐슬파크,마곡중앙로 161-1,37.56785424,126.8274661,0,57,0,0,0.105891532,0.0422460555,52.11230277,마곡동,0
250,서울특별시 금천구 가산동,킹-캐슬,남부순환로112길 1-20,37.47744681,126.8956601,14,270,3,0,1.036596046,0.431084693,71.55423467,가산동,0
255,서울특별시 영등포구 영등포동1가,메트로가든,경인로112길 4-7,37.5177479,126.91348,12,214,7,260,1.436760734,0.598269326,55.939426417,영등포동1가,1
257,서울특별시 동작구 상도1동,상도 프라이드 522,매봉로 13,37.50606726,126.9503392,2,170,0,0,0.390200286,0.161027287,58.05136437,상도1동,0
258,서울특별시 강남구 청담동,(46-3),학동로 437-6,37.51925224,127.0489023,5,285,1,0,0.72018976,0.298893447,45.461270659,청담동,1
259,서울특별시 관악구 봉천동,THE LIME,행운1마길 40,37.48248488,126.9546643,11,357,2,0,1.081871301,0.450000223,50.750007798,봉천동,1
260,서울특별시 영등포구 신길동,대우 디오빌 골든뷰 오피스텔,영등포로57길 9,37.51742743,126.9177943,11,158,15,272,1.359545817,0.566009739,54.810340872,신길동,1
261,서울특별시 관악구 신림동,G 밸리마인드,시흥대로 558-1,37.48278204,126.9019674,18,337,0,77,1.461205872,0.60848225,56.296878736,신림동,1
262,서울특별시 관악구 신림동,(529-4),난곡로 324,37.48305669,126.9146544,13,316,5,30,1.158963963,0.482208733,51.877305648,신림동,1
263,서울특별시 관악구 봉천동,메이플스테이,남부순환로218길 18,37.48051919,126.9502985,13,313,2,0,1.074513905,0.446926379,50.642423279,봉천동,1
266,서울특별시 관악구 봉천동,세종오피스텔,관악로13길 25,37.47927909,126.9508491,13,295,2,0,1.041074474,0.432955734,50.153450683,봉천동,1
268,서울특별시 관악구 봉천동,칸타빌레7차,보라매로 25,37.49177845,126.9265937,6,228,1,0,0.651489945,0.270191382,44.456698356,봉천동,1
269,서울특별시 영등포구 문래동6가,문래크라운팰리스,문래로 33,37.52063734,126.8858216,6,193,6,0,0.610336373,0.252997848,43.854924687,문래동6가,1
271,서울특별시 관악구 봉천동,YK서울대,남부순환로 1755,37.48234107,126.9452921,9,356,1,0,1.00085661,0.41615313,49.56535954999999,봉천동,1
274,서울특별시 강남구 자곡동,강남힐스테이트에코,자곡로 202,37.47473588,127.1048175,13,100,0,0,0.669266951,0.277618429,44.716645022,자곡동,1
275,서울특별시 강남구 자곡동,강남 더샵라르고,자곡로 201,37.47544602,127.1048606,13,85,0,0,0.641400759,0.265976225,44.309167861,자곡동,1
276,서울특별시 영등포구 당산동3가,당산파크뷰,당산로29길 1,37.52578561,126.8949822,11,231,1,0,0.843021774,0.350211382,47.257398355999996,당산동3가,1
279,서울특별시 영등포구 신길동,신길리버스시티,신길로38길 16,37.5056627,126.912699,7,281,2,7,0.806978855,0.335153026,46.73035591,신길동,1
280,서울특별시 강남구 역삼동,역삼동 677-4 업무시설 (김창환),언주로93길 25,37.50325814,127.0400935,6,243,0,0,0.674582629,0.279839264,44.794374239999996,역삼동,1
281,서울특별시 영등포구 신길동,도노펠리체,영등포로 394,37.51321314,126.9217436,9,255,8,84,1.027396428,0.427241189,49.95344162199999,신길동,1
282,서울특별시 강남구 역삼동,이지마루 역삼,테헤란로27길 8-14,37.50224448,127.0391054,7,263,0,0,0.748929271,0.310900515,45.88151803899999,역삼동,1
283,서울특별시 영등포구 당산동,휴브리지 빌딩,버드나루로 116,37.52851219,126.9082458,10,134,2,161,0.976854293,0.406125212,49.21438242,당산동,1
284,서울특별시 강남구 역삼동,강남역 와이즈 플레이스,강남대로66길 14,37.49172822,127.0318398,21,283,15,0,1.378370877,0.573874653,55.08561284799999,역삼동,1
285,서울특별시 영등포구 당산동,소미골드라인III,버드나루로19길 8,37.52858644,126.9071095,12,148,2,126,1.001930499,0.41660179,49.581062636,당산동,1
287,서울특별시 강동구 천호동,이안 강동 컴홈스테이,천호대로161길 7,37.53769574,127.1285425,14,278,0,0,1.037137489,0.431310903,71.56554514,천호동,0
288,서울특별시 송파구 오금동,마나하임,마천로 119,37.50556221,127.1330263,8,107,4,0,0.51540662,0.213337188,42.466801565999994,오금동,1
289,서울특별시 강동구 명일동,고덕역 갑을명가시티 오피스텔,동남로75길 27,37.55398621,127.154639,4,65,4,0,0.288614408,0.118585767,55.92928836,명일동,0
290,서울특별시 강동구 명일동,고덕역 대명벨리온,고덕로 266,37.5546625,127.1551188,5,67,4,0,0.329521619,0.135676373,56.78381865,명일동,0
293,서울특별시 송파구 방이동,잠실 제니알,올림픽로34길 6,37.51609142,127.1103929,11,183,0,0,0.749076448,0.310962005,45.883670161,방이동,1
295,서울특별시 송파구 방이동,보보스타워,오금로11길 49,37.51573739,127.1127041,10,121,0,0,0.596704467,0.24730258,43.655590307,방이동,1
296,서울특별시 송파구 방이동,잠실 트리움,오금로11길 43,37.51587743,127.111638,12,134,0,0,0.695238604,0.288469115,45.096419010999995,방이동,1
297,서울특별시 송파구 방이동,잠실엘퍼스트오피스텔,백제고분로51길 7,37.51601749,127.1145999,10,104,0,0,0.565122782,0.234108082,43.193782856,방이동,1
300,서울특별시 송파구 문정동,힐스테이트에코문정,법원로4길 10,37.4825923,127.1228,5,96,4,0,0.383396258,0.158184635,40.536462232,문정동,1
301,서울특별시 송파구 문정동,문정 아이파크,법원로4길 6,37.48227756,127.122121,5,86,0,0,0.345724761,0.142445877,39.985605695,문정동,1
302,서울특별시 강동구 천호동,더존하우스,성안로27길 57-27,37.53921748,127.1327438,8,313,0,0,0.879008298,0.365246176,68.2623088,천호동,0
303,서울특별시 강동구 길동,(386-8),천중로40길 78,37.53771953,127.1373436,10,265,0,0,0.864219917,0.359067745,67.95338724,길동,0
304,서울특별시 마포구 공덕동,공덕오피스타,만리재로 104,37.54944901,126.9604551,2,401,8,0,0.857527724,0.356271816,67.81359081,공덕동,0
305,서울특별시 강서구 등촌동,베르데하우스,화곡로64길 63,37.55642932,126.8566134,8,110,14,0,0.568714946,0.23560885,61.7804425,등촌동,0
306,서울특별시 마포구 도화동,에스케이허브그린,마포대로 73,37.54239897,126.9489678,9,197,22,0,0.805718651,0.334626526,66.7313263,도화동,0
307,서울특별시 강서구 등촌동,강서메트로칸,공항대로45가길 11,37.55603022,126.8537065,11,131,27,0,0.781358383,0.32444906,66.222453,등촌동,0
308,서울특별시 강서구 등촌동,더프라임,공항대로 505,37.5524091,126.862701,7,185,3,0,0.618345595,0.256344018,62.81720088,등촌동,0
309,서울특별시 마포구 노고산동,에스빌,신촌로12길 53,37.55416459,126.9332828,14,218,1,0,0.930446227,0.386736406,69.33682032,노고산동,0
310,서울특별시 양천구 목동,월드파크빌,목동중앙북로7나길 33,37.5496918,126.8658515,4,380,6,0,0.883351472,0.367060709,68.35303545,목동,0
312,서울특별시 마포구 염리동,삼부골든타워,독막로 295,37.54470053,126.9460445,10,189,27,0,0.851915943,0.353927273,67.69636364,염리동,0
314,서울특별시 강서구 화곡동,(403-7),강서로 146,37.54007375,126.8419128,14,281,3,0,1.057031254,0.43962231,50.38678085699999,화곡동,1
317,서울특별시 마포구 성산동,상암월드시티,월드컵로34길 13,37.56543396,126.9035227,8,127,2,68,0.689342124,0.286005627,64.30028135,성산동,0
322,서울특별시 마포구 합정동,마포 한강 2차 푸르지오,월드컵로3길 14,37.55105318,126.9118655,13,189,1,43,0.931910557,0.387348188,69.36740941,합정동,0
327,서울특별시 마포구 공덕동,백상프로포즈오피스텔,만리재로 105,37.54969351,126.9601218,2,392,8,0,0.840808008,0.349286493,67.46432467,공덕동,0
328,서울특별시 도봉구 창동,(744-1),마들로16길 20,37.66147257,127.0478879,10,6,21,39,0.567230521,0.234988673,61.74943365,창동,0
329,서울특별시 동대문구 답십리동,청계G well estates,사가정로 6,37.57017115,127.0495166,2,171,0,61,0.523322496,0.216644358,60.83221789,답십리동,0
330,서울특별시 성동구 용답동,용답동 큐브스테이트,자동차시장1길 35,37.56126731,127.0615987,4,144,1,0,0.42105583,0.173918412,58.69592059,용답동,0
333,서울특별시 성동구 용답동,더 마크,자동차시장1길 25,37.56142972,127.0604648,3,158,1,0,0.409872559,0.169246158,58.46230789,용답동,0
334,서울특별시 강북구 수유동,어반빌리움 수유,도봉로 277,37.63314681,127.0230398,6,280,0,0,0.743319238,0.308556702,65.42783511,수유동,0
335,서울특별시 성동구 용답동,서희스타힐스리버파크,가람길 287,37.5597664,127.069446,4,138,0,183,0.798929234,0.331789978,66.58949891,용답동,0
336,서울특별시 광진구 화양동,더하우스인,광나루로14길 24,37.54717477,127.068223,10,210,1,11,0.790488027,0.32826333,66.4131665,화양동,0
337,서울특별시 종로구 종로5가,종로5가역 하이뷰더광장,종로 210,37.57068428,127.0012033,11,131,1,0,0.657247156,0.272596684,63.6298342,종로5가,0
338,서울특별시 동대문구 신설동,포레스트힐시티,청계천로 443,37.57127167,127.0263884,7,135,3,0,0.525458286,0.217536669,60.87683344,신설동,0
339,서울특별시 동대문구 장안동,글로벌팰리스,천호대로 385,37.56223599,127.0619245,6,179,1,0,0.560460383,0.23216018,61.60800898,장안동,0
340,서울특별시 광진구 중곡동,아뜰리에,능동로38길 38,37.55693895,127.0817498,8,96,1,0,0.480650886,0.198816604,59.94083022,중곡동,0
341,서울특별시 동대문구 답십리동,젠트리움,천호대로 249,37.56924024,127.0501553,0,197,1,69,0.519228981,0.21493413,60.7467065,답십리동,0
342,서울특별시 중랑구 상봉동,경운오피스텔,상봉로25나길 19,37.5954318,127.0902349,11,321,0,0,1.005445421,0.418070287,70.90351436,상봉동,0
343,서울특별시 성동구 송정동,송정동센스빌오피스텔,광나루로 237,37.54969022,127.0563645,4,140,0,52,0.520748912,0.215569141,60.77845707,송정동,0
344,서울특별시 중구 황학동,밸류 에스엘,난계로15길 42-4,37.56901588,127.0213232,6,231,40,0,0.843230024,0.350298386,67.51491932,황학동,0
345,서울특별시 중구 황학동,황학동 복합시설(DUO302),난계로 169,37.56658273,127.0232704,10,320,17,0,1.047545605,0.435659305,71.78296525,황학동,0
346,서울특별시 중랑구 신내동,베네스트로프트(BENEST LOFT),용마산로 636,37.60766573,127.1014163,12,114,24,10,0.794166654,0.329800222,66.4900111,신내동,0
347,서울특별시 동대문구 이문동,수아주캠퍼스빌,이문로 166,37.60132154,127.062256,0,181,1,24,0.392670602,0.162059359,58.10296797,이문동,0
348,서울특별시 동대문구 답십리동,메트로팰리스,천호대로 247,37.56949902,127.0499029,1,180,1,68,0.522687137,0.216378912,60.81894559,답십리동,0
349,서울특별시 도봉구 창동,창동 북한산드림시티 2차,도봉로110라길 70-4,37.64300934,127.0360344,2,29,1,0,0.133031584,0.053584886,52.6792443,창동,0
350,서울특별시 성동구 행당동,왕십리역이스타빌,왕십리로 309,37.56119848,127.0346098,6,427,7,12,1.075645005,0.447398941,72.36994705,행당동,0
351,서울특별시 동대문구 용두동,아마르타워,왕산로 67,37.5781194,127.0308687,12,143,8,33,0.821158312,0.341077055,67.05385276,용두동,0
356,서울특별시 성북구 동선동1가,.,동소문로24길 36,37.59208916,127.0186709,8,228,4,0,0.740193908,0.307250972,65.36254858,동선동1가,0
357,서울특별시 용산구 문배동,용산KCC웰츠타워,백범로90길 90,37.5377778,126.9688137,13,315,2,58,1.203038231,0.500622502,75.03112511,문배동,0
358,서울특별시 동대문구 전농동,청량리 창보리버리치 1차,답십리로1길 39-5,37.57946738,127.044901,14,220,6,0,0.958029263,0.398260311,69.91301555,전농동,0
359,서울특별시 동대문구 전농동,다스하우스,왕산로 294,37.58632968,127.052392,13,196,6,26,0.932200425,0.387469292,69.37346458,전농동,0
360,서울특별시 동대문구 전농동,청량리역 렉스프라임,왕산로 190,37.57951605,127.0443834,13,223,6,0,0.926410784,0.38505044,69.25252201,전농동,0
362,서울특별시 용산구 문배동,용산큐브,백범로90길 12,37.53713418,126.9683608,16,305,2,58,1.296035923,0.539475968,76.9737984,문배동,0
363,서울특별시 영등포구 영등포동1가,대승프린스텔,경인로114길 26,37.51782027,126.915753,11,160,12,290,1.38767456,0.577761634,55.221657203999996,영등포동1가,1
364,서울특별시 금천구 시흥동,산들파크빌5,시흥대로57길 19-37,37.45242578,126.8991337,20,173,5,0,1.089091992,0.453016952,72.6508476,시흥동,0
365,서울특별시 금천구 시흥동,금천리메인시티,시흥대로 224,37.45392546,126.9013084,26,316,1,0,1.558805968,0.649258552,82.4629276,시흥동,0
369,서울특별시 강서구 마곡동,마곡헤리움2차,마곡중앙5로1길 25,37.56922605,126.8261466,0,82,1,0,0.157108695,0.063644052,53.1822026,마곡동,0
371,서울특별시 금천구 가산동,가산더블레스,가산로5길 15,37.47343455,126.8938642,11,231,1,0,0.843021774,0.350211382,67.51056908,가산동,0
372,서울특별시 금천구 독산동,시에나11,두산로9길 27,37.47168063,126.8925491,8,183,3,0,0.651821821,0.270330036,63.51650178,독산동,0
