NO,시군구,단지명,도로명,위도,경도,bus_count_300m,CCTV 300m 카메라 대수,300m 학교 수,반경 300m 가로등 개수,,bus_count_500m,CCTV 카메라 대수,500m 학교 수,반경 500m 가로등 개수
300,서울특별시 송파구 문정동,힐스테이트에코문정,법원로4길 10,37.4825923,127.1228,3,24,0,0,,5,96,4,0
301,서울특별시 송파구 문정동,문정 아이파크,법원로4길 6,37.48227756,127.122121,4,27,0,0,,5,86,0,0
302,서울특별시 강동구 천호동,더존하우스,성안로27길 57-27,37.53921748,127.1327438,0,147,0,0,,8,313,0,0
303,서울특별시 강동구 길동,(386-8),천중로40길 78,37.53771953,127.1373436,3,93,0,0,,10,265,0,0
304,서울특별시 마포구 공덕동,공덕오피스타,만리재로 104,37.54944901,126.9604551,0,137,0,0,,2,401,8,0
305,서울특별시 강서구 등촌동,베르데하우스,화곡로64길 63,37.55642932,126.8566134,3,52,0,0,,8,110,14,0
306,서울특별시 마포구 도화동,에스케이허브그린,마포대로 73,37.54239897,126.9489678,3,69,1,0,,9,197,22,0
307,서울특별시 강서구 등촌동,강서메트로칸,공항대로45가길 11,37.55603022,126.8537065,6,43,13,0,,11,131,27,0
308,서울특별시 강서구 등촌동,더프라임,공항대로 505,37.5524091,126.862701,2,65,1,0,,7,185,3,0
309,서울특별시 마포구 노고산동,에스빌,신촌로12길 53,37.55416459,126.9332828,6,75,0,0,,14,218,1,0
310,서울특별시 양천구 목동,월드파크빌,목동중앙북로7나길 33,37.5496918,126.8658515,2,146,1,0,,4,380,6,0
312,서울특별시 마포구 염리동,삼부골든타워,독막로 295,37.54470053,126.9460445,4,55,1,0,,10,189,27,0
314,서울특별시 강서구 화곡동,(403-7),강서로 146,37.54007375,126.8419128,7,91,1,0,,14,281,3,0
317,서울특별시 마포구 성산동,상암월드시티,월드컵로34길 13,37.56543396,126.9035227,2,29,1,21,,8,127,2,68
322,서울특별시 마포구 합정동,마포 한강 2차 푸르지오,월드컵로3길 14,37.55105318,126.9118655,9,60,1,0,,13,189,1,43
327,서울특별시 마포구 공덕동,백상프로포즈오피스텔,만리재로 105,37.54969351,126.9601218,0,119,0,0,,2,392,8,0
328,서울특별시 도봉구 창동,(744-1),마들로16길 20,37.66147257,127.0478879,5,0,1,7,,10,6,21,39
329,서울특별시 동대문구 답십리동,청계G well estates,사가정로 6,37.57017115,127.0495166,0,63,0,34,,2,171,0,61
330,서울특별시 성동구 용답동,용답동 큐브스테이트,자동차시장1길 35,37.56126731,127.0615987,2,53,0,0,,4,144,1,0
333,서울특별시 성동구 용답동,더 마크,자동차시장1길 25,37.56142972,127.0604648,2,68,1,0,,3,158,1,0
334,서울특별시 강북구 수유동,어반빌리움 수유,도봉로 277,37.63314681,127.0230398,3,103,0,0,,6,280,0,0
335,서울특별시 성동구 용답동,서희스타힐스리버파크,가람길 287,37.5597664,127.069446,3,40,0,93,,4,138,0,183
336,서울특별시 광진구 화양동,더하우스인,광나루로14길 24,37.54717477,127.068223,7,66,0,0,,10,210,1,11
337,서울특별시 종로구 종로5가,종로5가역 하이뷰더광장,종로 210,37.57068428,127.0012033,5,32,0,0,,11,131,1,0
338,서울특별시 동대문구 신설동,포레스트힐시티,청계천로 443,37.57127167,127.0263884,0,39,0,0,,7,135,3,0
339,서울특별시 동대문구 장안동,글로벌팰리스,천호대로 385,37.56223599,127.0619245,2,82,1,0,,6,179,1,0
340,서울특별시 광진구 중곡동,아뜰리에,능동로38길 38,37.55693895,127.0817498,3,33,1,0,,8,96,1,0
341,서울특별시 동대문구 답십리동,젠트리움,천호대로 249,37.56924024,127.0501553,0,76,0,30,,0,197,1,69
342,서울특별시 중랑구 상봉동,경운오피스텔,상봉로25나길 19,37.5954318,127.0902349,6,105,0,0,,11,321,0,0
343,서울특별시 성동구 송정동,송정동센스빌오피스텔,광나루로 237,37.54969022,127.0563645,3,48,0,30,,4,140,0,52
344,서울특별시 중구 황학동,밸류 에스엘,난계로15길 42-4,37.56901588,127.0213232,0,83,0,0,,6,231,40,0
345,서울특별시 중구 황학동,황학동 복합시설(DUO302),난계로 169,37.56658273,127.0232704,6,100,4,0,,10,320,17,0
346,서울특별시 중랑구 신내동,베네스트로프트(BENEST LOFT),용마산로 636,37.60766573,127.1014163,4,32,0,2,,12,114,24,10
347,서울특별시 동대문구 이문동,수아주캠퍼스빌,이문로 166,37.60132154,127.062256,0,55,1,0,,0,181,1,24
348,서울특별시 동대문구 답십리동,메트로팰리스,천호대로 247,37.56949902,127.0499029,0,72,0,32,,1,180,1,68
349,서울특별시 도봉구 창동,창동 북한산드림시티 2차,도봉로110라길 70-4,37.64300934,127.0360344,0,0,0,0,,2,29,1,0
350,서울특별시 성동구 행당동,왕십리역이스타빌,왕십리로 309,37.56119848,127.0346098,4,164,0,12,,6,427,7,12
351,서울특별시 동대문구 용두동,아마르타워,왕산로 67,37.5781194,127.0308687,7,33,1,0,,12,143,8,33
356,서울특별시 성북구 동선동1가,.,동소문로24길 36,37.59208916,127.0186709,4,87,0,0,,8,228,4,0
357,서울특별시 용산구 문배동,용산KCC웰츠타워,백범로90길 90,37.5377778,126.9688137,6,103,0,32,,13,315,2,58
358,서울특별시 동대문구 전농동,청량리 창보리버리치 1차,답십리로1길 39-5,37.57946738,127.044901,7,86,0,0,,14,220,6,0
359,서울특별시 동대문구 전농동,다스하우스,왕산로 294,37.58632968,127.052392,8,69,5,26,,13,196,6,26
360,서울특별시 동대문구 전농동,청량리역 렉스프라임,왕산로 190,37.57951605,127.0443834,7,92,0,0,,13,223,6,0
362,서울특별시 용산구 문배동,용산큐브,백범로90길 12,37.53713418,126.9683608,5,96,0,34,,16,305,2,58
363,서울특별시 영등포구 영등포동1가,대승프린스텔,경인로114길 26,37.51782027,126.915753,5,53,6,158,,11,160,12,290
364,서울특별시 금천구 시흥동,산들파크빌5,시흥대로57길 19-37,37.45242578,126.8991337,9,56,0,0,,20,173,5,0
365,서울특별시 금천구 시흥동,금천리메인시티,시흥대로 224,37.45392546,126.9013084,12,108,0,0,,26,316,1,0
369,서울특별시 강서구 마곡동,마곡헤리움2차,마곡중앙5로1길 25,37.56922605,126.8261466,0,30,0,0,,0,82,1,0
371,서울특별시 금천구 가산동,가산더블레스,가산로5길 15,37.47343455,126.8938642,3,69,1,0,,11,231,1,0
372,서울특별시 금천구 독산동,시에나11,두산로9길 27,37.47168063,126.8925491,1,77,0,0,,8,183,3,0
373,서울특별시 구로구 신도림동,골든애비뉴,경인로67나길 45,37.51336779,126.8807329,0,57,5,1,,0,182,6,49
375,서울특별시 구로구 구로동,예성유토피아,도림천로 446,37.48604326,126.8985694,5,100,0,18,,15,303,2,41
376,서울특별시 구로구 구로동,그린플러스 구로 해담채3,가마산로27길 11-15,37.49697853,126.8910055,4,91,7,0,,7,405,11,0
377,서울특별시 구로구 구로동,비즈트위트 레인보우,공원로6길 25,37.50215014,126.8917076,0,81,0,9,,0,271,8,17
378,서울특별시 구로구 구로동,비즈트위트 그린,구로중앙로18길 23,37.49533737,126.8904448,6,203,3,0,,8,452,10,0
379,서울특별시 구로구 구로동,SK 허브수 ,구일로10길 27,37.49588111,126.8727226,0,55,1,8,,2,121,6,49
380,서울특별시 금천구 가산동,G밸리 하우스디 어반,서부샛길 714,37.48395502,126.8750858,9,21,0,0,,19,41,0,44
381,서울특별시 금천구 독산동,아크로타워Ⅱ,벚꽃로 154-1,37.46892627,126.8887844,7,32,1,0,,12,112,1,0
384,서울특별시 금천구 가산동,가산센트럴 푸르지오시티,디지털로10길 69,37.47556928,126.8908597,5,48,0,0,,17,215,1,6
385,서울특별시 금천구 시흥동,더블레스제이,시흥대로77길 30,37.45824375,126.8972028,7,56,1,0,,13,215,1,0
388,서울특별시 구로구 구로동,비즈트위트 오렌지,공원로6가길 8,37.50211579,126.8913911,0,82,0,9,,0,281,8,17
390,서울특별시 구로구 구로동,티타운빌딩,디지털로32가길 25,37.48216316,126.8988936,7,88,0,0,,16,237,0,33
391,서울특별시 영등포구 영등포동7가,은석오피스텔,국회대로55길 4,37.52561511,126.908597,5,81,1,63,,12,188,2,122
395,서울특별시 강서구 마곡동,마곡사이언스파크뷰,마곡중앙6로 85,37.56025213,126.8368758,5,41,0,0,,11,83,1,0
401,서울특별시 영등포구 영등포동2가,라센트라,영등포로53길 33,37.52093046,126.9094486,4,102,0,1,,13,226,0,148
403,서울특별시 금천구 독산동,돌체비타타워,시흥대로102길 29,37.46477462,126.8983221,5,135,1,0,,11,318,1,0
404,서울특별시 금천구 독산동,킹캐슬3차,범안로13길 9,37.46697552,126.892215,1,104,2,0,,7,188,2,0
406,서울특별시 금천구 독산동,명남더블레스,벚꽃로 110,37.46506308,126.8904069,2,58,1,0,,6,122,1,0
408,서울특별시 강서구 화곡동,슈프림더하이움,국회대로 155,37.52870329,126.8521926,0,173,0,1,,2,530,3,13
411,서울특별시 마포구 성산동,태림센트윈상암,모래내로3길 3,37.56458982,126.9054252,3,53,2,35,,11,157,2,65
412,서울특별시 마포구 성산동,상암 카리스 다올림 오피스텔,모래내로3길 7,37.564852,126.9049595,4,54,1,32,,9,143,2,71
414,서울특별시 마포구 성산동,마포클레세,모래내로1길 9,37.56463561,126.9035522,6,46,1,30,,7,120,3,65
416,서울특별시 마포구 도화동,에비뉴 67,마포대로 67,37.54181546,126.9482899,3,78,1,0,,9,236,2,0
418,서울특별시 마포구 상수동,제이캐슬레지던스,와우산로 12,37.54553688,126.9231725,0,53,0,43,,0,127,1,88
423,서울특별시 마포구 아현동,마포 에스케이 허브 블루,마포대로 204,37.55199501,126.9565164,4,47,0,0,,5,169,17,0
424,서울특별시 마포구 공덕동,마포 신영 지웰,백범로 178,37.5438933,126.950083,6,42,0,0,,10,153,28,0
425,서울특별시 강서구 등촌동,경동미르웰한올림,화곡로64길 2,37.55726054,126.8535713,6,36,20,0,,11,124,28,0
431,서울특별시 서초구 우면동,미라쉘,양재대로2길 100-61,37.45647789,127.0159232,5,22,0,0,,7,50,0,0
433,서울특별시 강남구 삼성동,삼성동 롯데캐슬 클라쎄,테헤란로63길 9,37.50580754,127.0502109,3,68,0,0,,7,227,5,0
434,서울특별시 강남구 역삼동,역삼동 업무시설 및 도시형생활주택,테헤란로14길 13,37.49852784,127.0334824,3,67,0,0,,9,227,0,0
437,서울특별시 강남구 역삼동,역삼 노블루체 언주,봉은사로 174,37.5067426,127.0331194,2,79,0,0,,2,338,0,0
439,서울특별시 강남구 역삼동,크레신 타워Ⅱ,테헤란로8길 7,37.49842535,127.031696,6,53,0,0,,20,269,0,0
440,서울특별시 영등포구 문래동6가,문래투웨니퍼스트,문래북로 10-3,37.52118841,126.8864904,4,65,2,0,,8,212,6,0
442,서울특별시 관악구 봉천동,리더스 오피스텔,봉천로 265-1,37.48845551,126.9310381,4,211,0,0,,11,449,6,0
443,서울특별시 관악구 봉천동,라온2,관악로17길 9,37.48063659,126.9511669,6,96,0,0,,12,327,2,0
444,서울특별시 영등포구 당산동3가,리앤나빌리지,국회대로36길 17,37.52566998,126.8983527,3,79,0,0,,10,213,0,0
445,서울특별시 관악구 봉천동,수아주 서울대,남부순환로226길 28,37.47947416,126.9535178,6,94,1,0,,13,338,2,0
446,서울특별시 영등포구 여의도동,(주)신한 여의도 드림리버 오피스텔,은행로 54,37.52975268,126.9245267,5,13,0,1,,11,22,0,12
447,서울특별시 강남구 역삼동,강남뉴스텔,테헤란로4길 34,37.49615093,127.03036,13,61,0,0,,23,213,1,0
448,서울특별시 영등포구 양평동2가,CO-OP Residence/오목교,영등포로3길 23,37.52578898,126.8832218,0,61,0,3,,2,126,4,23
449,서울특별시 영등포구 당산동5가,당산 삼성쉐르빌,당산로45길 1,37.53322487,126.9005611,9,63,2,0,,13,192,2,36
450,서울특별시 동작구 노량진동,메가스터디타워,노량진로 140,37.51281705,126.9416665,8,66,0,0,,13,148,0,52
451,서울특별시 영등포구 당산동4가,코오롱 스타폴리스,영신로 219,37.52736687,126.9028806,2,39,0,0,,13,184,2,0
452,서울특별시 영등포구 당산동,리스빌,버드나루로 146,37.53114014,126.9072188,4,50,1,65,,8,135,2,129
454,서울특별시 영등포구 양평동5가,위너스하임,양평로21나길 14,37.53675048,126.8916466,3,35,0,0,,6,119,8,18
455,서울특별시 영등포구 양평동2가,디에이원파크,영등포로3길 15,37.52490818,126.8833322,2,68,0,8,,3,141,4,23
457,서울특별시 강동구 성내동,디아람,올림픽로62길 9-12,37.53683626,127.1237544,5,111,1,0,,11,269,1,3
458,서울특별시 강동구 고덕동,고덕 센트럴 푸르지오,고덕로 399,37.55760948,127.1701031,5,52,0,0,,10,110,0,0
465,서울특별시 송파구 방이동,잠실 리미티드 리버틴,오금로11길 61-17,37.51582052,127.1141413,4,48,0,0,,10,125,0,0
467,서울특별시 강동구 천호동,드림하우스,천호대로161길 15-6,37.53809131,127.1286806,7,99,0,0,,15,270,0,0
469,서울특별시 송파구 문정동,송파한화오벨리스크,충민로 5,37.4800952,127.1196834,2,26,0,48,,4,43,0,122
471,서울특별시 종로구 숭인동,그레이스탑,종로65길 12-10,37.57510193,127.0202744,4,123,3,0,,10,294,73,0
472,서울특별시 종로구 숭인동,아이비씨 호텔 앤 오피스텔,난계로 241,37.57325676,127.0228534,4,46,3,0,,11,217,9,0
473,서울특별시 광진구 구의동,테라펠리스 건대 3차,아차산로55길 11,37.53796791,127.0863942,4,29,0,0,,7,80,7,0
474,서울특별시 광진구 구의동,솔렌시아,자양로 154,37.54126957,127.0839638,5,26,7,0,,7,76,9,0
475,서울특별시 성북구 동선동4가,삼선새마을금고본사 사옥,아리랑로 16,37.59423321,127.0165206,4,103,0,0,,6,215,17,0
476,서울특별시 성북구 석관동,filif,화랑로 230,37.60966261,127.0552422,0,85,0,16,,0,221,0,34
477,서울특별시 종로구 내수동,광화문시대,사직로8길 42,37.57382877,126.9731476,4,25,0,0,,12,77,0,0
478,서울특별시 동대문구 용두동,청계 다우아트리체,청계천로 505,37.57083787,127.032742,2,97,0,4,,6,244,1,45
479,서울특별시 동대문구 용두동,동대문베네스트2,왕산로 77,37.57841384,127.031932,5,45,0,11,,12,140,3,39
480,서울특별시 광진구 구의동,리버 비스타 구의,아차산로 417,37.53814907,127.088974,3,32,1,0,,13,90,8,0
481,서울특별시 종로구 창신동,화인비스타 에이,종로 339-10,37.57355154,127.0151344,2,83,70,0,,5,261,74,0
483,서울특별시 동대문구 휘경동,리브인,망우로21길 26,37.59067354,127.0617342,3,73,0,0,,5,221,1,0
484,서울특별시 성북구 보문동5가,스텔라153,보문로 75,37.58200659,127.0208855,4,131,0,0,,8,275,0,0
485,서울특별시 중구 광희동2가,동원스위트광희,퇴계로 329-5,37.56480058,127.0083278,4,126,25,0,,4,319,44,0
490,서울특별시 동대문구 이문동,(257-18),이문로 145,37.59958456,127.0616634,0,32,0,0,,0,173,1,0
491,서울특별시 도봉구 방학동,방학신화 하니엘시티,노해로63가길 229,37.66241493,127.0441332,5,0,0,20,,12,0,19,20
494,서울특별시 동대문구 장안동,센트럴장안오피스텔,한천로24길 77,37.56910668,127.0689708,0,92,1,0,,2,211,2,0
495,서울특별시 광진구 구의동,구의동 벨라로사 오피스텔,아차산로 405,37.53777401,127.0876187,2,25,0,0,,9,81,8,0
497,서울특별시 동대문구 신설동,스테이 하이 오피스텔,한빛로 20,37.57741882,127.0254684,8,73,6,0,,18,233,6,0
498,서울특별시 광진구 화양동,빌리브 인테라스,능동로 172,37.54601801,127.0740012,6,24,0,0,,10,53,1,0
499,서울특별시 용산구 원효로1가,오피스텔 채원,백범로90라길 48,37.53915263,126.9698359,9,99,0,21,,14,319,7,46
500,서울특별시 종로구 숭인동,숭인한성아펠시티,난계로 257,37.57461651,127.0230199,8,75,3,0,,11,250,8,0
502,서울특별시 중랑구 면목동,아이콘스타,사가정로54길 26,37.57973481,127.088317,4,178,1,0,,10,452,1,0
504,서울특별시 성동구 행당동,다온오피스텔,무학봉28길 24,37.56115565,127.0341052,4,172,0,12,,5,449,7,12
506,서울특별시 성북구 동소문동4가,-118,동소문로 53,37.59124477,127.0114354,3,45,0,0,,6,154,30,0
507,서울특별시 성북구 동선동3가,1,동소문로28길 22,37.59505176,127.0200365,2,103,4,0,,6,229,21,0
510,서울특별시 용산구 원효로3가,e테크밸리,원효로 128,37.53329158,126.9576736,6,147,5,10,,9,389,5,25
512,서울특별시 강북구 미아동,그랜드파크,도봉로 278,37.63322451,127.0237895,4,103,0,0,,7,273,0,0
516,서울특별시 중구 황학동,위너빌(Winnervill),마장로14길 11,37.56771978,127.0214047,5,107,0,0,,8,271,48,0
518,서울특별시 중랑구 망우동,삼부,상봉로 134,37.59807299,127.0933262,8,81,0,0,,11,262,1,14
520,서울특별시 중랑구 상봉동,라메즈오피스텔,면목로92나길 10-5,37.5947624,127.0873026,3,127,0,0,,9,329,1,0
521,서울특별시 중랑구 상봉동,동인씨엘로 103동,면목로92라길 10,37.595673,127.0872309,2,135,0,0,,9,302,1,0
523,서울특별시 동대문구 답십리동,한성아펠시티,황물로 168,37.56522094,127.0562639,3,129,0,0,,5,310,2,0
525,서울특별시 동대문구 장안동,드플랏장안,장한로 82,37.56818458,127.0694725,0,72,1,0,,1,208,2,4
526,서울특별시 동대문구 장안동,프라하임 장안2차,장한로26나길 21,37.57051025,127.0725689,0,46,0,0,,0,156,1,29
530,서울특별시 종로구 숭인동,버넷하임1,종로66길 27,37.57374609,127.0223677,5,66,3,0,,11,230,73,0
