NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
186,서울특별시 송파구 잠실동,22,22,0,리센츠,월세,84.99,202412,27,"10,000",400,16,2008,올림픽로 135,202502~202702,신규,-,,,아파트
187,서울특별시 송파구 잠실동,19,19,0,잠실엘스,월세,84.8,202412,27,"52,000",160,12,2008,올림픽로 99,202502~202702,갱신,사용,"50,000",150,아파트
190,서울특별시 송파구 풍납동,299-1,299,1,강변현대,전세,83.19,202412,26,"47,000",0,11,1991,한가람로 402,202501~202701,신규,-,,,아파트
191,서울특별시 송파구 풍납동,401-1,401,1,쌍용,전세,84.85,202412,26,"60,000",0,13,1994,올림픽로47길 9,202502~202702,신규,-,,,아파트
192,서울특별시 강남구 도곡동,949-2,949,2,도곡푸르지오102동,전세,147.21,202412,26,"104,500",0,3,2006,강남대로 272,202412~202612,갱신,사용,"99,700",0,아파트
194,서울특별시 송파구 신천동,11,11,0,장미2,월세,99.0,202412,26,"35,000",100,1,1979,올림픽로35길 104,202412~202612,갱신,-,"35,000",100,아파트
198,서울특별시 송파구 잠실동,44,44,0,레이크팰리스,월세,59.97,202412,26,"53,340",70,29,2006,잠실로 88,202502~202702,갱신,-,"50,000",70,아파트
199,서울특별시 송파구 잠실동,27,27,0,주공아파트 5단지,전세,82.61,202412,26,"35,000",0,9,1978,송파대로 567,202502~202702,신규,-,,,아파트
200,서울특별시 송파구 잠실동,197-6,197,6,LH서울잠실행복주택,월세,14.99,202412,26,"8,330",9,5,2022,백제고분로7길 8-40,202501~202612,갱신,-,"5,984",19,아파트
202,서울특별시 강남구 자곡동,686,686,0,강남한양수자인(4단지),전세,114.46,202412,26,"92,000",0,2,2014,자곡로 260,202412~202612,갱신,사용,"103,000",0,아파트
204,서울특별시 강남구 일원동,719,719,0,푸른마을아파트101동~111동,전세,59.76,202412,26,"56,700",0,13,1994,일원로14길 25,202502~202702,갱신,사용,"54,000",0,아파트
205,서울특별시 강남구 일원동,615-1,615,1,개포한신,전세,82.3,202412,26,"31,000",0,10,1984,개포로110길 43,202501~202701,신규,-,,,아파트
206,서울특별시 구로구 고척동,336,336,0,삼환로즈빌,전세,84.994,202412,26,"55,000",0,15,2004,경인로 343,202502~202702,신규,-,,,아파트
207,서울특별시 구로구 고척동,342,342,0,벽산베스트블루밍,월세,35.48,202412,26,"4,742",10,5,2010,고척로60길 30,202412~202612,갱신,-,"4,626",9,아파트
208,서울특별시 구로구 구로동,74-30,74,30,현대,월세,56.49,202412,26,"3,000",90,7,1988,구로중앙로18길 68,202501~202701,갱신,-,"3,000",80,아파트
209,서울특별시 금천구 독산동,1155,1155,0,금천롯데캐슬골드파크3차,전세,59.9662,202412,26,"39,900",0,41,2018,시흥대로 291,202502~202702,신규,-,,,아파트
210,서울특별시 금천구 독산동,1160,1160,0,독산역롯데캐슬,월세,59.799,202412,26,"22,792",51,17,2021,벚꽃로 100,202502~202702,신규,-,,,아파트
213,서울특별시 구로구 신도림동,419-4,419,4,크라운빌Ⅱ,월세,17.84,202412,26,"3,000",66,4,2021,경인로63길 11,202502~202602,신규,-,,,아파트
214,서울특별시 구로구 천왕동,278,278,0,천왕이펜하우스3단지,월세,39.45,202412,26,"2,767",24,15,2011,천왕로 56,-,신규,-,,,아파트
215,서울특별시 구로구 개봉동,472,472,0,두산,전세,59.69,202412,26,"35,000",0,25,1997,남부순환로95길 88,202504~202704,갱신,-,"35,000",0,아파트
216,서울특별시 강서구 방화동,874,874,0,대림e-편한세상,월세,111.07,202412,26,"44,500",40,9,2003,양천로6길 57,202412~202612,갱신,-,"42,000",40,아파트
217,서울특별시 구로구 천왕동,282,282,0,천왕이펜하우스1단지,전세,59.95,202412,26,"17,166",0,6,2011,천왕로 91,-,신규,-,,,아파트
218,서울특별시 강서구 방화동,852,852,0,마곡중앙하이츠아파트,전세,59.34,202412,26,"28,000",0,7,1994,양천로6길 28,202412~202612,갱신,사용,"27,000",0,아파트
219,서울특별시 강서구 방화동,814,814,0,방화5,전세,39.6,202412,26,"18,302",0,4,1994,금낭화로 287-19,202412~202612,갱신,사용,"17,430",0,아파트
220,서울특별시 구로구 구로동,1266,1266,0,구로두산(201동),월세,27.6,202412,26,"1,412",23,4,1998,도림로 59,-,신규,-,,,아파트
221,서울특별시 금천구 가산동,148-1,148,1,덕산,전세,59.97,202412,26,"29,000",0,5,1995,시흥대로151길 45,202501~202701,신규,-,,,아파트
222,서울특별시 송파구 장지동,854,854,0,송파파인타운11단지,월세,84.94,202412,26,"20,000",160,5,2007,송파대로8길 58,202502~202702,갱신,사용,"20,000",150,아파트
223,서울특별시 송파구 장지동,879,879,0,송파더센트레,전세,51.77,202412,26,"50,400",0,8,2013,위례광장로 163,202412~202612,갱신,사용,"48,000",0,아파트
224,서울특별시 송파구 장지동,884,884,0,위례2차아이파크,전세,115.6488,202412,26,"94,500",0,6,2016,위례광장로 230,202502~202702,신규,-,,,아파트
225,서울특별시 송파구 오금동,2,2,0,대림,전세,84.91,202412,26,"60,000",0,3,1988,마천로7길 4,202502~202702,신규,-,,,아파트
229,서울특별시 송파구 가락동,Jan-96,96,1,우성,월세,127.75,202412,26,"50,410",30,13,1986,송파대로32길 8,202501~202701,갱신,-,"50,400",30,아파트
230,서울특별시 송파구 가락동,70-19,70,19,대림,전세,84.11,202412,26,"57,000",0,6,1988,송이로 88,202502~202702,신규,-,,,아파트
232,서울특별시 송파구 거여동,292,292,0,거여3단지,월세,39.248,202412,26,572,23,3,2000,양산로2길 44,-,신규,-,,,아파트
233,서울특별시 송파구 거여동,362,362,0,현대1차,전세,84.64,202412,26,"50,000",0,7,1992,오금로54길 10,202502~202702,신규,-,,,아파트
234,서울특별시 송파구 거여동,290,290,0,거여1단지,전세,39.6,202412,26,"33,500",0,12,1997,양산로8길 8,202502~202702,신규,-,,,아파트
235,서울특별시 송파구 장지동,843,843,0,송파파인타운9단지,월세,59.93,202412,26,"8,547",15,7,2007,송파대로8길 17,202412~202612,갱신,-,"8,310",13,아파트
236,서울특별시 송파구 장지동,849,849,0,송파파인타운3단지,전세,84.94,202412,26,"65,000",0,11,2008,충민로 152,202502~202702,신규,-,,,아파트
237,서울특별시 송파구 문정동,150,150,0,올림픽훼밀리타운,전세,84.705,202412,26,"70,000",0,6,1988,중대로 24,202502~202702,신규,-,,,아파트
238,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌2단지,전세,100.31,202412,26,"66,000",0,13,1988,양재대로 1218,202502~202702,갱신,사용,"65,000",0,아파트
239,서울특별시 성북구 길음동,1284,1284,0,길음뉴타운8단지(래미안),전세,59.99,202412,26,"55,000",0,4,2010,길음로 33,202412~202612,신규,-,,,아파트
240,서울특별시 강북구 번동,658,658,0,한진,전세,59.91,202412,26,"29,000",0,3,2000,월계로37길 65,202501~202502,갱신,-,"29,000",0,아파트
241,서울특별시 성북구 장위동,320,320,0,래미안장위퍼스트하이,월세,36.14,202412,26,"8,787",24,5,2020,한천로 713,-,신규,-,,,아파트
242,서울특별시 도봉구 창동,820,820,0,창동신도브래뉴1차,전세,84.989,202412,26,"53,000",0,8,2003,도봉로136나길 40,202502~202702,신규,-,,,아파트
243,서울특별시 도봉구 방학동,271-1,271,1,신동아아파트1,전세,84.87,202412,26,"27,500",0,5,1987,방학로 193,202412~202612,갱신,사용,"27,500",0,아파트
244,서울특별시 성북구 길음동,1280-1,1280,1,길음뉴타운3단지푸르지오,전세,84.97,202412,26,"49,350",0,9,2005,길음로13길 39,202412~202610,갱신,-,"47,000",0,아파트
245,서울특별시 강북구 수유동,740,740,0,에피소드수유838,월세,11.1019,202412,26,"1,000",69,19,2021,도봉로 315,202412~202512,신규,-,,,아파트
246,서울특별시 성북구 길음동,1280,1280,0,길음뉴타운2단지푸르지오,전세,84.97,202412,26,"55,000",0,18,2005,길음로 119,202412~202609,신규,-,,,아파트
248,서울특별시 성북구 길음동,1282,1282,0,길음뉴타운5단지(래미안),월세,59.75,202412,26,"16,000",120,10,2006,길음로 74,202501~202701,갱신,-,"21,000",90,아파트
249,서울특별시 도봉구 쌍문동,719,719,0,현대3,전세,84.83,202412,26,"30,000",0,8,1995,우이천로38가길 32,202502~202702,신규,-,,,아파트
251,서울특별시 성동구 옥수동,528-1,528,1,옥수파크힐스117동~125동,전세,59.77,202412,26,"76,000",0,10,2016,매봉길 50,202502~202611,갱신,-,"66,000",0,아파트
252,서울특별시 성동구 옥수동,100,100,0,옥수하이츠,전세,114.78,202412,26,"100,000",0,13,1998,한림말길 50,202502~202702,신규,-,,,아파트
253,서울특별시 용산구 이촌동,395,395,0,대림,전세,114.96,202412,26,"75,000",0,15,1994,이촌로2가길 122,202502~202702,신규,-,,,아파트
254,서울특별시 용산구 산천동,194,194,0,리버힐삼성아파트(임대),월세,32.99,202412,26,"1,064",15,9,2001,효창원로13길 7,-,신규,-,,,아파트
255,서울특별시 종로구 무악동,82,82,0,현대,전세,114.9,202412,26,"85,000",0,6,2000,통일로 246-20,202412~202612,갱신,-,"75,000",0,아파트
257,서울특별시 중구 만리동2가,273,273,0,서울역센트럴자이,전세,84.972,202412,26,"84,000",0,9,2017,만리재로 175,202503~202703,갱신,사용,"80,000",0,아파트
258,서울특별시 용산구 문배동,11-34,11,34,G&P용산파크,전세,28.28,202412,26,"29,300",0,5,2018,청파로 201-17,202501~202601,갱신,-,"28,300",0,아파트
263,서울특별시 성동구 마장동,820,820,0,왕십리금호어울림,전세,59.97,202412,26,"54,600",0,8,2006,마조로 57,202503~202703,갱신,-,"52,000",0,아파트
268,서울특별시 성동구 옥수동,561,561,0,래미안 옥수 리버젠,월세,59.25,202412,26,"25,000",150,1,2012,매봉길 15,202412~202612,갱신,-,"18,000",250,아파트
269,서울특별시 종로구 행촌동,211,211,0,경희궁자이(1단지),월세,39.0561,202412,26,"13,704",61,14,2017,송월길 130,-,신규,-,,,아파트
271,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202412,26,"17,344",78,19,2022,원효로97길 15,202502~202702,갱신,-,"17,344",73,아파트
272,서울특별시 용산구 한남동,737-28,737,28,현대안성타워,월세,61.62,202412,26,"10,000",155,9,1998,이태원로 217,202412~202512,갱신,-,"10,000",102,아파트
275,서울특별시 종로구 평동,233,233,0,경희궁자이(3단지),전세,84.8359,202412,26,"110,000",0,11,2017,경교장길 35,202502~202702,신규,-,,,아파트
276,서울특별시 성동구 성수동1가,718,718,0,트리마제,월세,84.8111,202412,26,"40,000",700,7,2017,왕십리로 16,202503~202703,갱신,사용,"40,000",700,아파트
277,서울특별시 성동구 응봉동,15,15,0,대림강변타운,전세,59.76,202412,26,"63,000",0,10,2001,고산자로 160,202502~202702,갱신,사용,"61,000",0,아파트
278,서울특별시 광진구 구의동,663,663,0,아차산포레안,전세,59.63,202412,26,"62,000",0,8,2010,천호대로 716,202502~202702,신규,-,,,아파트
279,서울특별시 광진구 중곡동,190-26,190,26,중곡2단지,전세,55.87,202412,26,"14,000",0,4,1976,긴고랑로1길 55,202502~202702,신규,-,,,아파트
280,서울특별시 광진구 중곡동,637-5,637,5,리마크빌군자,월세,16.32,202412,26,"5,900",36,14,2022,천호대로 517,202501~202701,신규,-,,,아파트
281,서울특별시 성동구 성수동2가,840,840,0,대명루첸,전세,84.95,202412,26,"74,000",0,10,2009,뚝섬로 436,202502~202702,신규,-,,,아파트
282,서울특별시 성동구 행당동,147,147,0,서울숲삼부아파트,월세,84.93,202412,26,"40,000",150,5,1998,왕십리로 280,202503~202703,신규,-,,,아파트
283,서울특별시 광진구 자양동,859,859,0,래미안프리미어팰리스,전세,84.81,202412,26,"77,500",0,6,2017,아차산로 345,202501~202702,갱신,사용,"74,000",0,아파트
284,서울특별시 동대문구 전농동,10,10,0,전농SK,전세,84.95,202412,26,"55,000",0,12,2000,사가정로 148,202412~202612,신규,-,,,아파트
285,서울특별시 성동구 행당동,345,345,0,두산,월세,59.94,202412,26,"15,000",160,17,1997,고산자로14길 40,202502~202602,신규,-,,,아파트
290,서울특별시 양천구 목동,928,928,0,건영,전세,84.3,202412,26,"33,095",0,2,1994,목동중앙본로22길 63,202412~202803,갱신,-,"32,288",0,아파트
291,서울특별시 양천구 목동,950,950,0,목동이-편한세상,월세,84.93,202412,26,"75,000",35,3,2006,목동중앙로7길 32,202502~202702,갱신,-,"68,000",35,아파트
293,서울특별시 양천구 신정동,1324,1324,0,신정숲속마을,전세,59.99,202412,26,"22,738",0,16,2016,신정로 110,202412~202612,갱신,-,"20,671",0,아파트
294,서울특별시 양천구 신정동,329,329,0,목동신시가지14,전세,71.37,202412,26,"52,000",0,3,1988,목동동로 130,202501~202502,갱신,-,"52,000",0,아파트
295,서울특별시 양천구 목동,911,911,0,목동신시가지6,전세,47.94,202412,26,"50,000",0,18,1986,목동동로 430,202502~202702,신규,-,,,아파트
296,서울특별시 마포구 성산동,134-2,134,2,가좌행복주택,월세,36.39,202412,26,"13,320",16,15,2016,성암로 28,202410~202612,갱신,-,"9,320",40,아파트
299,서울특별시 양천구 목동,925,925,0,목동신시가지7,전세,53.88,202412,26,"42,225",0,13,1988,목동로 186,202503~202703,신규,-,,,아파트
301,서울특별시 마포구 상암동,1743,1743,0,상암월드컵파크12단지,전세,59.73,202412,26,"16,097",0,13,2010,월드컵북로 502-7,-,신규,-,,,아파트
302,서울특별시 양천구 목동,925,925,0,목동신시가지7,전세,53.88,202412,26,"41,500",0,11,1986,목동로 212,202502~202702,갱신,-,"39,600",0,아파트
304,서울특별시 양천구 신정동,311,311,0,목동신시가지10,월세,53.82,202412,26,"30,000",6,6,1987,목동서로 400,202503~202703,갱신,사용,"30,000",0,아파트
305,서울특별시 양천구 신정동,1317,1317,0,이펜하우스4단지,전세,84.86,202412,26,"50,000",0,10,2011,신정이펜1로 51,202501~202701,신규,-,,,아파트
306,서울특별시 양천구 신정동,1259,1259,0,신트리1,전세,49.8,202412,26,"37,000",0,12,1999,신정로 293,202501~202701,신규,-,,,아파트
307,서울특별시 노원구 월계동,13,13,0,미성,월세,50.14,202412,26,"2,000",85,4,1986,마들로 59,202502~202702,신규,-,,,아파트
308,서울특별시 노원구 상계동,666,666,0,상계주공10(저층),전세,47.34,202412,26,"20,000",0,4,1988,노원로 564,202503~202703,신규,-,,,아파트
311,서울특별시 노원구 상계동,1128,1128,0,극동늘푸른,월세,59.958,202412,26,"7,000",80,14,2000,동일로246길 39,202412~202612,갱신,사용,"6,900",80,아파트
312,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,월세,34.44,202412,26,"14,500",14,10,1994,섬밭로 123,202412~202612,갱신,-,"14,500",10,아파트
313,서울특별시 노원구 공릉동,754,754,0,삼익2차아파트,월세,54.74,202412,26,"12,000",80,6,2004,공릉로34길 118,202501~202701,신규,-,,,아파트
314,서울특별시 노원구 상계동,730-2,730,2,상계주공3(고층),전세,84.2,202412,26,"33,500",0,15,1987,동일로215길 48,202502~202702,갱신,-,"33,500",0,아파트
315,서울특별시 노원구 상계동,652,652,0,상계주공11(고층),전세,59.28,202412,26,"30,000",0,1,1988,동일로227길 85,202502~202702,신규,-,,,아파트
317,서울특별시 노원구 상계동,765,765,0,상계주공1(고층),전세,41.3,202412,26,"18,000",0,15,1988,덕릉로 459-21,202502~202702,신규,-,,,아파트
318,서울특별시 노원구 상계동,740,740,0,상계주공2(저층),전세,46.04,202412,26,"17,600",0,4,1987,동일로215길 23,202412~202612,갱신,-,"16,800",0,아파트
320,서울특별시 노원구 상계동,172,172,0,상계대림,월세,59.67,202412,26,"5,000",84,5,1989,상계로 193-14,202412~202612,갱신,사용,"5,000",80,아파트
321,서울특별시 강동구 강일동,686,686,0,강일리버파크7단지,월세,39.87,202412,26,"2,938",23,5,2009,아리수로98길 25,-,신규,-,,,아파트
322,서울특별시 강동구 강일동,707,707,0,고덕리엔파크1단지,전세,84.83,202412,26,"33,827",0,13,2011,상일로 152,-,신규,-,,,아파트
327,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,전세,59.785,202412,26,"60,000",0,11,2019,고덕로 333,202404~202604,갱신,사용,"60,000",0,아파트
328,서울특별시 강동구 길동,387-2,387,2,다성이즈빌(387-2),월세,19.86,202412,26,"19,000",15,16,2019,천중로40길 67,202502~202702,신규,-,,,아파트
329,서울특별시 강동구 성내동,606,606,0,올림픽파크한양수자인,전세,59.55,202412,26,"35,820",0,5,2016,성내로 80,-,신규,-,,,아파트
