NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
1225,서울특별시 금천구 가산동,235-12,235,12,신현빌B동,월세,35.56,202412,13,"5,000",85,4,2019,두산로9가길 26,202412~202512,갱신,-,"5,000",80
1226,서울특별시 금천구 가산동,237-9,237,9,공간오피스텔,월세,17.81,202412,13,"1,500",34,5,2004,가산로7길 81,202412~202512,신규,-,,
1227,서울특별시 영등포구 영등포동7가,94-330,94,330,여의도 웰시티,월세,29.49,202412,13,"8,000",45,2,2002,국회대로54길 15-7,202501~202701,신규,-,,
1229,서울특별시 구로구 고척동,76-411,76,411,동양오피스텔,월세,11.13,202412,13,500,35,3,2004,중앙로 10-14,202412~202612,신규,-,,
1230,서울특별시 영등포구 영등포동3가,7,7,0,영등포 점프밀라노,전세,37.05,202412,13,"16,600",0,13,2005,영중로 28,202502~202702,갱신,-,"15,750",0
1232,서울특별시 금천구 독산동,1077-24,1077,24,BK 힐타운,월세,34.95,202412,13,"5,000",75,4,2020,시흥대로 278,202412~202612,신규,-,,
1234,서울특별시 금천구 독산동,973-1,973,1,어반팰리스,전세,52.1,202412,13,"25,000",0,8,2020,독산로 329,202501~202701,신규,-,,
1235,서울특별시 금천구 시흥동,994-9,994,9,제이타워,전세,27.94,202412,13,"20,000",0,10,2022,시흥대로 225,202501~202701,신규,-,,
1236,서울특별시 금천구 시흥동,882-61,882,61,시흥 사거리 와이즈 플레이스,월세,18.25,202412,13,500,50,6,2012,시흥대로 236,202501~202601,신규,-,,
1240,서울특별시 영등포구 영등포동1가,113-1,113,1,여의도씨티아이,월세,16.88,202412,13,"3,000",48,5,2013,경인로 882,202412~202612,신규,-,,
1244,서울특별시 종로구 효제동,126-2,126,2,이지마루종로,월세,31.77,202412,13,"15,000",80,4,2021,김상옥로 55,202501~202701,신규,-,,
1246,서울특별시 중랑구 묵동,163-28,163,28,진성빌,전세,42.73,202412,13,"22,000",0,4,2018,숙선옹주로 9-4,202502~202702,신규,-,,
1248,서울특별시 종로구 연지동,56,56,0,더넥스트 종로,전세,18.66,202412,13,"20,000",0,5,2022,창경궁로16길 11,202412~202612,신규,-,,
1249,서울특별시 종로구 연지동,238-5,238,5,로얄파크뷰,전세,36.74,202412,13,"28,300",0,5,2019,대학로1길 34-12,202501~202701,신규,-,,
1252,서울특별시 광진구 구의동,253-19,253,19,센트럴빌,월세,41.29,202412,13,"5,000",70,6,2003,광나루로 486,202412~202612,신규,-,,
1254,서울특별시 용산구 한강로2가,422,422,0,래미안 용산 더 센트럴,월세,51.84,202412,13,"36,600",35,5,2017,한강대로 95,202412~202702,갱신,사용,"35,000",35
1256,서울특별시 노원구 상계동,734-3,734,3,노빌리안골드,월세,26.64,202412,13,500,60,13,2004,노해로 452,202412~202512,신규,-,,
1257,서울특별시 성동구 도선동,257,257,0,왕십리렉스프리미엄오피스텔,월세,18.63,202412,13,"1,000",95,17,2020,왕십리로 336,202412~202512,신규,-,,
1259,서울특별시 성북구 삼선동4가,345-1,345,1,(345-1),월세,28.11,202412,13,"14,000",24,10,2014,보문로 193-1,202501~202701,갱신,사용,"14,000",30
1260,서울특별시 종로구 숭인동,317-29,317,29,(317-29),전세,24.47,202412,13,"21,000",0,6,2020,종로56길 23,202412~202512,갱신,-,"20,000",0
1261,서울특별시 종로구 숭인동,1421-2,1421,2,숭인한양LEEPS,월세,17.07,202412,13,500,60,16,2014,난계로29가길 20,202412~202512,신규,-,,
1263,서울특별시 종로구 숭인동,1388,1388,0,동양파라빌,월세,27.09,202412,13,500,72,9,2005,난계로 251,202412~202512,신규,-,,
1264,서울특별시 성동구 용답동,238-7,238,7,(238-7),월세,26.78,202412,13,"1,728",18,11,2023,가람길 267,202412~202702,신규,-,,
1266,서울특별시 성동구 용답동,235-4,235,4,퀀텀뷰,전세,19.55,202412,13,"20,000",0,5,2023,천호대로 438,202501~202701,신규,-,,
1270,서울특별시 동대문구 신설동,96-48,96,48,신설동역자이르네,전세,35.93,202412,13,"35,500",0,16,2024,천호대로 26,202501~202701,신규,-,,
1271,서울특별시 동대문구 신설동,100-2,100,2,청광플러스원 청계Ⅱ,월세,17.56,202412,13,"1,000",80,3,2021,청계천로 439,202412~202512,신규,-,,
1273,서울특별시 중랑구 면목동,1541,1541,0,주함해븐타워 원(면목동),월세,18.04,202412,13,"13,000",20,13,2020,봉우재로 130,202501~202701,신규,-,,
1276,서울특별시 종로구 효제동,45,45,0,반도 보라 아이비 타워,전세,22.72,202412,13,"13,311",0,8,2003,창경궁로16길 70,202501~202701,신규,-,,
1278,서울특별시 중구 충무로2가,Feb-48,48,2,명동 엠퍼스트플레이스,월세,18.6,202412,13,"1,000",90,12,2007,삼일대로8길 15-1,202412~202512,갱신,-,"3,000",63
1279,서울특별시 성동구 상왕십리동,750,750,0,노블리안,월세,30.81,202412,13,"5,000",60,15,2003,왕십리로 390,202501~202601,갱신,사용,"6,000",50
1281,서울특별시 송파구 가락동,Apr-77,77,4,송파KCC웰츠타워,월세,38.45,202412,13,"1,000",100,4,2011,송파대로28길 43,202412~202512,신규,-,,
1282,서울특별시 영등포구 여의도동,17-16,17,16,D.S라르,월세,24.72,202412,13,"2,000",117,11,2021,국회대로62길 11,202412~202606,신규,-,,
1283,서울특별시 강남구 역삼동,825-24,825,24,강남역 효성해링턴 타워 더퍼스트,월세,25.73,202412,13,"1,000",104,13,2014,강남대로84길 15,202412~202512,신규,-,,
1285,서울특별시 영등포구 당산동5가,11-32,11,32,당산역리버뷰한강,월세,16.78,202412,13,"2,000",94,11,2021,양평로 11,202501~202601,갱신,사용,"2,000",90
1287,서울특별시 송파구 잠실동,178-6,178,6,잠실 M타워,월세,17.17,202412,13,500,74,6,2018,올림픽로8길 7,202501~202701,갱신,-,500,72
1289,서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,월세,27.45,202412,13,"1,000",85,8,2004,테헤란로88길 10,202412~202512,신규,-,,
1290,서울특별시 영등포구 양평동3가,Mar-37,37,3,더라임,월세,21.88,202412,13,"19,000",16,2,2020,양산로9길 11,202501~202701,신규,-,,
1291,서울특별시 강남구 역삼동,832-16,832,16,BIEL 106,월세,21.39,202412,13,"1,000",107,6,2018,역삼로 106,202412~202512,신규,-,,
1294,서울특별시 관악구 봉천동,876-27,876,27,장원오피스텔,월세,16.7,202412,13,"3,000",44,3,2002,관악로17길 29,202501~202601,신규,-,,
1296,서울특별시 영등포구 당산동,121-72,121,72,여의나루더명남더블레스,월세,37.3,202412,13,"25,600",20,10,2019,버드나루로 121,202412~202612,신규,-,,
1298,서울특별시 동작구 신대방동,395-73,395,73,캐릭터 그린빌,월세,45.91,202412,13,"1,000",70,12,2000,보라매로5가길 7,202412~202512,신규,-,,
1302,서울특별시 관악구 신림동,1460-43,1460,43,더씨엘,전세,14.48,202412,13,"10,000",0,2,2015,신림동5가길 41,202412~202612,신규,-,,
1303,서울특별시 은평구 진관동,100-5,100,5,메이플카운티,월세,24.84,202412,13,"3,000",42,3,2014,진관1로 21-39,202501~202701,신규,-,,
1304,서울특별시 마포구 노고산동,31-90,31,90,신촌르·메이에르타운(Ⅱ),전세,26.07,202412,13,"12,000",0,7,1999,백범로 13,202501~202601,신규,-,,
1307,서울특별시 강서구 등촌동,681-3,681,3,효성인텔리안,전세,50.37,202412,13,"26,400",0,6,2005,강서로 426,202502~202702,갱신,-,"25,200",0
1308,서울특별시 서대문구 연희동,136-7,136,7,(136-7),월세,26.03,202412,13,"11,000",28,3,2003,연희로 102,202502~202702,신규,-,,
1309,서울특별시 강서구 화곡동,918-1,918,1,아줄리움,월세,19.35,202412,13,"12,300",28,7,2022,곰달래로 112,202501~202701,신규,-,,
1312,서울특별시 강서구 화곡동,981-5,981,5,넥시티,전세,30.13,202412,13,"25,000",0,9,2020,화곡로 286-5,202412~202612,신규,-,,
1313,서울특별시 강서구 화곡동,24-43,24,43,BK힐타운 화곡,월세,29.98,202412,13,"12,000",35,4,2019,화곡로 248-18,202501~202701,신규,-,,
1316,서울특별시 강서구 염창동,242-5,242,5,등촌노블레르,월세,27.64,202412,13,"22,600",10,6,2020,양천로65길 40,202501~202601,갱신,-,"24,000",0
1317,서울특별시 마포구 신공덕동,13-15,13,15,블레스하임,전세,33.75,202412,13,"33,000",0,3,2019,만리재로 45-1,202502~202702,신규,-,,
1321,서울특별시 마포구 공덕동,26-4,26,4,대성힐스오피스텔,월세,18.75,202412,13,"13,000",15,13,2016,만리재로 109,202502~202702,신규,-,,
1325,서울특별시 은평구 불광동,484-64,484,64,마하나임불광,전세,16.9,202412,13,"16,700",0,7,2021,통일로82길 6,202501~202701,신규,-,,
1327,서울특별시 서대문구 연희동,103-6,103,6,라이온스톤,월세,19.81,202412,13,"10,000",45,5,2004,증가로 50,202501~202701,신규,-,,
1328,서울특별시 서대문구 대현동,37-25,37,25,아리움 5차,월세,14.34,202412,13,"1,000",98,2,2022,이화여대3길 26,202503~202508,갱신,-,"1,000",98
1331,서울특별시 강서구 가양동,194-2,194,2,마곡지웰에스테이트,월세,17.36,202412,13,"1,000",52,6,2014,양천로49길 54,202412~202512,신규,-,,
1332,서울특별시 강서구 화곡동,1063-2,1063,2,화곡 이레타워벨리스,전세,16.64,202412,13,"17,400",0,6,2023,화곡로27가길 6,202502~202702,신규,-,,
1333,서울특별시 강서구 화곡동,1074-19,1074,19,(1074-19),월세,21.45,202412,12,"1,000",51,4,2002,화곡로 154-7,202501~202701,갱신,-,"1,000",48
1337,서울특별시 강서구 등촌동,649-14,649,14,우림보보카운티뷰,월세,27.36,202412,12,"13,500",10,3,2004,공항대로 509,202501~202701,신규,-,,
1338,서울특별시 양천구 목동,907-23,907,23,현대파크빌,전세,29.4,202412,12,"14,500",0,5,2003,목동동로 391,202412~202612,신규,-,,
1339,서울특별시 양천구 목동,917-9,917,9,현대41타워,전세,44.1,202412,12,"19,000",0,20,2001,목동동로 293,202501~202701,신규,-,,
1348,서울특별시 강서구 등촌동,631,631,0,등촌동두산위브센티움,월세,22.6,202412,12,"3,000",50,12,2004,양천로 564,202412~202512,신규,-,,
1349,서울특별시 강서구 염창동,262,262,0,염창투웨니퍼스트,월세,28.57,202412,12,"20,000",35,4,2019,공항대로81길 35,202501~202701,신규,-,,
1351,서울특별시 강서구 등촌동,633-17,633,17,등촌투웨니퍼스트2차,월세,29.68,202412,12,"15,000",44,5,2016,양천로66길 21,202501~202701,신규,-,,
1352,서울특별시 강서구 가양동,274-6,274,6,씨엘하임,전세,58.46,202412,12,"26,200",0,3,2014,양천로49길 39-8,202501~202701,갱신,사용,"25,200",0
1355,서울특별시 강서구 화곡동,24-107,24,107,(24-107),월세,25.97,202412,12,500,45,6,1997,화곡로42길 24-6,202412~202612,신규,-,,
1357,서울특별시 서대문구 연희동,212-2,212,2,연희소프트빌,월세,16.2,202412,12,"9,830",15,7,2001,연희로 60,202501~202701,신규,-,,
1368,서울특별시 서대문구 대현동,56-63,56,63,이대오늘아침 오피스텔,전세,17.5,202412,12,"14,500",0,7,2018,이화여대길 65-4,202501~202701,신규,-,,
1369,서울특별시 광진구 화양동,111-88,111,88,신원리브웰 화양동 주상복합,월세,15.27,202412,12,"16,000",30,10,2019,능동로 170,202501~202701,신규,-,,
1370,서울특별시 광진구 화양동,21-23,21,23,케이타워 오피스텔 A,월세,19.93,202412,12,"1,000",70,7,2013,광나루로14길 8,202412~202612,신규,-,,
1372,서울특별시 광진구 중곡동,648-14,648,14,아지(AZ)0213,월세,20.44,202412,12,"2,000",70,10,2015,능동로37길 6-1,202409~202509,갱신,사용,"2,000",60
1373,서울특별시 동대문구 신설동,98-36,98,36,우리빌,월세,13.97,202412,12,"12,000",25,2,2021,하정로3길 8-6,202501~202701,신규,-,,
1377,서울특별시 성동구 금호동1가,1755,1755,0,금호힐오피스텔,월세,29.97,202412,12,"1,000",85,6,2002,금호로 94,202412~202612,신규,-,,
1378,서울특별시 중구 을지로5가,20-1,20,1,정건벨라지오오피스텔,전세,21.94,202412,12,"10,600",0,9,2003,을지로 213,202501~202701,신규,-,,
1380,서울특별시 동대문구 장안동,146-18,146,18,동일타워,월세,18.38,202412,12,"20,000",15,5,2021,한천로 128,202502~202702,신규,-,,
1381,서울특별시 중랑구 중화동,208-4,208,4,중화동 범양프레체,전세,22.21,202412,12,"12,000",0,5,2012,중랑천로14길 58,202412~202612,갱신,-,"12,000",0
1382,서울특별시 종로구 효제동,167,167,0,센트럴시티대학로,월세,17.28,202412,12,"2,500",75,7,2020,종로39길 45,202412~202512,신규,-,,
1391,서울특별시 동대문구 장안동,384-8,384,8,이도SPACE,전세,27.67,202412,12,"24,000",0,10,2023,장한로23길 11-6,202501~202701,신규,-,,
1393,서울특별시 용산구 원효로2가,03-12,3,12,용산 센트럴포레,월세,32.55,202412,12,"5,000",150,9,2022,원효로 208,202501~202701,신규,-,,
1394,서울특별시 강북구 번동,449-22,449,22,삼보힐,전세,18.9,202412,12,"8,900",0,6,2010,덕릉로 93,202501~202701,신규,-,,
1395,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,월세,23.14,202412,12,"2,000",65,8,2004,삼일대로30길 23,202412~202512,신규,-,,
1397,서울특별시 중구 중림동,355,355,0,브라운스톤서울,월세,30.99,202412,12,"23,000",30,7,2006,청파로 464,202501~202701,신규,-,,
1399,서울특별시 종로구 관수동,Jan-98,98,1,종로 하이뷰 디아트,전세,19.8,202412,12,"23,000",0,8,2020,종로18길 37,202412~202612,신규,-,,
1402,서울특별시 송파구 방이동,Sep-36,36,9,디오큐브,월세,18.04,202412,12,"3,000",80,15,2023,오금로11길 21,202412~202512,신규,-,,
1405,서울특별시 송파구 거여동,21-16,21,16,씨엘타워,월세,22.2,202412,12,"19,500",16,4,2021,오금로57길 4,202501~202701,신규,-,,
1414,서울특별시 영등포구 영등포동7가,94-190,94,190,토방트윈빌(B),월세,23.49,202412,12,"1,000",43,6,2002,버드나루로7길 12-12,202412~202512,갱신,-,"1,000",43
1418,서울특별시 영등포구 영등포동3가,09-13,9,13,에쉐르아이 시네마 쇼핑몰,월세,28.63,202412,12,"12,000",15,13,2005,영중로 12,202412~202612,신규,-,,
1420,서울특별시 강서구 방화동,904,904,0,신마곡벽산블루밍,전세,46.83,202412,12,"35,000",0,11,2020,양천로10길 38,202503~202703,신규,-,,
1424,서울특별시 금천구 독산동,960-11,960,11,엘리체(ELICHE),월세,26.09,202412,12,"9,900",15,3,2012,독산로106길 9,202501~202701,신규,-,,
1425,서울특별시 금천구 독산동,1006-143,1006,143,서전하우스,월세,27.63,202412,12,"3,075",32,2,2023,범안로12길 29-34,202502~202702,신규,-,,
1426,서울특별시 금천구 독산동,1011-9,1011,9,더 스테이블(The Stable),전세,37.46,202412,12,"25,700",0,6,2019,시흥대로101길 7,202502~202702,신규,-,,
1427,서울특별시 구로구 오류동,59-20,59,20,칸타빌레5차,월세,21.47,202412,12,"1,000",57,15,2019,경인로 224,202412~202512,신규,-,,
1428,서울특별시 금천구 가산동,535-55,535,55,가산유미어스오피스텔,월세,17.16,202412,12,"10,000",25,7,2018,가산디지털2로 169-37,202501~202701,신규,-,,
1432,서울특별시 금천구 시흥동,994-1,994,1,금천 해담채,월세,17.75,202412,12,"8,000",18,8,2020,시흥대로57길 46,202501~202701,신규,-,,
1434,서울특별시 금천구 시흥동,990-30,990,30,티에스빌,전세,45.56,202412,12,"20,000",0,5,2015,시흥대로41길 75,202412~202612,갱신,사용,"21,000",0
1435,서울특별시 영등포구 영등포동7가,94-299,94,299,아크로조인,전세,55.22,202412,12,"34,650",0,4,2018,버드나루로11길 11,202501~202701,갱신,-,"33,000",0
1437,서울특별시 구로구 오류동,10-11,10,11,마크포레스트,전세,21.88,202412,12,"15,300",0,7,2022,경인로 185,202501~202701,신규,-,,
1446,서울특별시 서초구 서초동,1303-35,1303,35,강남태영데시앙루브,전세,37.62,202412,12,"25,000",0,10,2005,강남대로 455,202501~202701,신규,-,,
1447,서울특별시 서초구 서초동,1327-27,1327,27,강남역 한화오벨리스크,전세,33.58,202412,12,"21,000",0,2,2003,서초대로74길 27,202501~202701,신규,-,,
1448,서울특별시 강남구 대치동,944-21,944,21,대치2차 아이파크,월세,22.18,202412,12,"10,000",80,12,2018,영동대로85길 34,202412~202512,신규,-,,
1452,서울특별시 관악구 봉천동,883-8,883,8,(883-8),월세,33.28,202412,12,"2,000",80,3,2009,청룡1길 33,202412~202612,신규,-,,
1454,서울특별시 관악구 신림동,1433-55,1433,55,프라비다트라움,월세,17.16,202412,12,500,50,8,2013,신림로65길 27,202412~202512,신규,-,,
1456,서울특별시 관악구 신림동,1437-16,1437,16,(1437-16),월세,18,202412,12,"1,000",48,3,2003,신림동5가길 9,202412~202612,신규,-,,
1457,서울특별시 관악구 신림동,1421-29,1421,29,에스케이허브그린,월세,26.62,202412,12,"4,000",48,6,2004,신림로 344,202412~202612,갱신,사용,"4,000",45
1458,서울특별시 관악구 신림동,1462-12,1462,12,(1462-12),월세,21.84,202412,12,"12,500",25,2,2003,관천로 82,202502~202702,신규,-,,
1459,서울특별시 영등포구 당산동4가,32-66,32,66,(32-66),월세,15.68,202412,12,"1,000",50,4,2002,당산로 164-7,202412~202512,신규,-,,
1461,서울특별시 관악구 남현동,602-18,602,18,화인오피스텔,월세,15.9,202412,12,"1,000",55,6,2003,승방4길 26,202412~202612,신규,-,,
